Filename	Artist	Album	Year	Trackno	Title
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 9 (MGM Grand, Las Vegas, 23-24.04.2007)\Disc 4\09. American Baby Intro.mp3	Dave Matthews Band	Live Trax Vol. 9 (MGM Grand, Las Vegas, 23-24.04.2007)	2007	9	American Baby Intro
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 9 (MGM Grand, Las Vegas, 23-24.04.2007)\Disc 4\10. Halloween.mp3	Dave Matthews Band	Live Trax Vol. 9 (MGM Grand, Las Vegas, 23-24.04.2007)	2007	10	Halloween
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 01 - Bornlivedieintro (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	1	Bornlivedieintro (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 02 - Signify (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	2	Signify (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 03 - Waiting Phase One (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	3	Waiting Phase One (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 04 - Waiting Phase Two (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	4	Waiting Phase Two (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 05 - The Sky Moves Sideways (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	5	The Sky Moves Sideways (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 06 - Dislocated Day (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	6	Dislocated Day (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 07 - The Sleep Of No Dreaming (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	7	The Sleep Of No Dreaming (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1)\Porcupine Tree - Coma Divine - Recorded Live In Rome (Cd 1) - 08 - Moonloop (Live).flac	Porcupine Tree	Coma Divine - Recorded Live In Rome (Cd 1)	1997	8	Moonloop (Live)
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 01 - Up The Downstair.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	1	Up The Downstair
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 02 - The Moon Touches Your Shoulder.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	2	The Moon Touches Your Shoulder
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 03 - Always Never.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	3	Always Never
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 04 - IS...NOT.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	4	IS...NOT
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 05 - Radioactive Toy.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	5	Radioactive Toy
c:\music\Musikk\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2)\Porcupine Tree - Coma Divine - Recorded Live in Rome (Cd 2) - 06 - Not Beautiful Anymore.flac	Porcupine Tree	Coma Divine - Recorded Live in Rome (Cd 2)	1997	6	Not Beautiful Anymore
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 01 - Made Alive,Overture.flac	Spock's Beard	Snow (Disc 1)	2002	1	Made Alive/Overture
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 02 - Stranger in a Strange Land.flac	Spock's Beard	Snow (Disc 1)	2002	2	Stranger in a Strange Land
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 03 - Long Time Suffering.flac	Spock's Beard	Snow (Disc 1)	2002	3	Long Time Suffering
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 04 - Welcome to NYC.flac	Spock's Beard	Snow (Disc 1)	2002	4	Welcome to NYC
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 05 - Love Beyond Words.flac	Spock's Beard	Snow (Disc 1)	2002	5	Love Beyond Words
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 06 - The 39th Street Blues (I'm Sick).flac	Spock's Beard	Snow (Disc 1)	2002	6	The 39th Street Blues (I'm Sick)
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 07 - Devil's Got My Throat.flac	Spock's Beard	Snow (Disc 1)	2002	7	Devil's Got My Throat
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 08 - Open Wide the Flood Gates.flac	Spock's Beard	Snow (Disc 1)	2002	8	Open Wide the Flood Gates
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 09 - Open the Gates Part 2.flac	Spock's Beard	Snow (Disc 1)	2002	9	Open the Gates Part 2
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 10 - Solitary Soul.flac	Spock's Beard	Snow (Disc 1)	2002	10	Solitary Soul
c:\music\Musikk\Spock's Beard - Snow (Disc 1)\Spock's Beard - Snow (Disc 1) - 11 - Wind at My Back.flac	Spock's Beard	Snow (Disc 1)	2002	11	Wind at My Back
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 01 - Second Overture.flac	Spock's Beard	Snow (Disc 2)	2002	1	Second Overture
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 02 - 4th Of July.flac	Spock's Beard	Snow (Disc 2)	2002	2	4th Of July
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 03 - I'm The Guy.flac	Spock's Beard	Snow (Disc 2)	2002	3	I'm The Guy
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 04 - Reflection.flac	Spock's Beard	Snow (Disc 2)	2002	4	Reflection
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 05 - Carie.flac	Spock's Beard	Snow (Disc 2)	2002	5	Carie
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 06 - Looking For Answers.flac	Spock's Beard	Snow (Disc 2)	2002	6	Looking For Answers
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 07 - Freak Boy.flac	Spock's Beard	Snow (Disc 2)	2002	7	Freak Boy
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 08 - All Is Vanity.flac	Spock's Beard	Snow (Disc 2)	2002	8	All Is Vanity
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 09 - I'm Dying.flac	Spock's Beard	Snow (Disc 2)	2002	9	I'm Dying
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 10 - Freak Boy (Part Two).flac	Spock's Beard	Snow (Disc 2)	2002	10	Freak Boy (Part Two)
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 11 - Devil's Got My Throat Revisited.flac	Spock's Beard	Snow (Disc 2)	2002	11	Devil's Got My Throat Revisited
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 12 - Snow's Night Out.flac	Spock's Beard	Snow (Disc 2)	2002	12	Snow's Night Out
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 13 - Ladies And Gentlemen, Mister Ryo Okumoto On The Keyboards.flac	Spock's Beard	Snow (Disc 2)	2002	13	Ladies And Gentlemen, Mister Ryo Okumoto On The Keyboards
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 14 - I Will Go.flac	Spock's Beard	Snow (Disc 2)	2002	14	I Will Go
c:\music\Musikk\Spock's Beard - Snow (Disc 2)\Spock's Beard - Snow (Disc 2) - 15 - Made Alive Again,Wind At My Back.flac	Spock's Beard	Snow (Disc 2)	2002	15	Made Alive Again/Wind At My Back
c:\music\Musikk\Spotify\Blackfield\End of the World\01 End of the World - Radio Edit.mp3	Blackfield	End of the World	2007	1	End of the World - Radio Edit
c:\music\Musikk\Spotify\Monica Heldal\Conman Coming\01 Conman Coming.mp3	Monica Heldal	Conman Coming	2012	1	Conman Coming
c:\music\Musikk\Spotify\Porcupine Tree\In Absentia\04 The Sound Of Muzak.mp3	Porcupine Tree	In Absentia	2002	4	The Sound Of Muzak
c:\music\Musikk\Spotify\Porcupine Tree\In Absentia\05 Gravity Eyelids.mp3	Porcupine Tree	In Absentia	2002	5	Gravity Eyelids
c:\music\Musikk\Spotify\The Matrix Reloaded Soundtrack\The Matrix Reloaded The Album\12 When The World Ends - Oakenfold Remix.mp3	Dave Matthews Band	The Matrix Reloaded: The Album	2003	12	When The World Ends - Oakenfold Remix
c:\music\Musikk\Fitbit.mp3			0	0	
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Fort Walton - Kansas-07.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	7	Fort Walton - Kansas
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Hummel Gets the Rockets-01.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	1	Hummel Gets the Rockets
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-In the Tunnels-04.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	4	In the Tunnels
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Jade-03.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	3	Jade
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Mason’s Walk , First Launch-05.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	5	Mason’s Walk / First Launch
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Rock House Jail-02.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	2	Rock House Jail
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-Rocket Away-06.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	6	Rocket Away
c:\music\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams\The Rock- Original Motion Picture Score\Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams-The Rock- Original Motion Picture Score-The Chase-08.flac	Nick Glennie-Smith, Hans Zimmer and Harry Gregson-Williams	The Rock: Original Motion Picture Score	1996	8	The Chase
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t14.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t15.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t16.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t17.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t18.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t19.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t20.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t21.flac			0	0	
c:\music\oar2015-08-13.ck61.flac16\oar2015-08-13ck61.t22.flac			0	0	
c:\music\oar2016-02-09\oar2016-02-09t01.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	1	Introduction
c:\music\oar2016-02-09\oar2016-02-09t02.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	2	About Mr. Brown
c:\music\oar2016-02-09\oar2016-02-09t03.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	3	Untitled
c:\music\oar2016-02-09\oar2016-02-09t04.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	4	King Of The Thing
c:\music\oar2016-02-09\oar2016-02-09t05.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	5	Shattered
c:\music\oar2016-02-09\oar2016-02-09t06.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	6	Hey Girl
c:\music\oar2016-02-09\oar2016-02-09t07.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	7	Two Hands Up
c:\music\oar2016-02-09\oar2016-02-09t08.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	8	Love And Memories
c:\music\oar2016-02-09\oar2016-02-09t09.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	9	To Zion Goes I
c:\music\oar2016-02-09\oar2016-02-09t10.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	10	About An Hour Ago >
c:\music\oar2016-02-09\oar2016-02-09t11.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	11	Someone In The Road >
c:\music\oar2016-02-09\oar2016-02-09t12.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	12	Whose Chariot
c:\music\oar2016-02-09\oar2016-02-09t13.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	13	Black Rock
c:\music\oar2016-02-09\oar2016-02-09t14.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	14	I Feel Home
c:\music\oar2016-02-09\oar2016-02-09t15.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	15	Happy Birthday Richard
c:\music\oar2016-02-09\oar2016-02-09t16.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	16	City On Down >
c:\music\oar2016-02-09\oar2016-02-09t17.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	17	Delicate Few
c:\music\oar2016-02-09\oar2016-02-09t18.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	18	Heaven
c:\music\oar2016-02-09\oar2016-02-09t19.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	19	Peace
c:\music\oar2016-02-09\oar2016-02-09t20.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	20	Fool In The Rain
c:\music\oar2016-02-09\oar2016-02-09t21.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	21	That Was A Crazy Game Of Poker
c:\music\oar2016-02-09\oar2016-02-09t22.flac	O.A.R.	2016-02-09 - Hershey Theatre (Hershey, PA)	2016	22	Night Shift
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t01.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	1	SCI2016.03.15s01t01 - Intro
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t02.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	2	SCI2016.03.15s01t02 - Lonesome Fiddle Blues
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t03.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	3	SCI2016.03.15s01t03 - Lost > Will It Go Round In Circles > Lost
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t04.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	4	SCI2016.03.15s01t04 - So Far From Home
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t05.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	5	SCI2016.03.15s01t05 - Chatter #1
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t06.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	6	SCI2016.03.15s01t06 - Look At Where We Are
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t07.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	7	SCI2016.03.15s01t07 Little Hands
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t08.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	8	SCI2016.03.15s01t08 - Freedom Jazz Dance
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t09.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	9	SCI2016.03.15s01t09 - Falling Through the Cracks
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t10.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	10	SCI2016.03.15s01t10 - Chatter #2
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s01t11.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	11	SCI2016.03.15s01t11 - Colorado Bluebird Sky
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t01.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	1	SCI2016.03.15s02t01 - Chatter #3
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t02.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	2	SCI2016.03.15s02t02 - Come As You Are
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t03.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	3	SCI2016.03.15s02t03 - Piece of Mine
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t04.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	4	SCI2016.03.15s02t04 - Betray the Dark
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t05.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	5	SCI2016.03.15s02t05 - Chatter #4
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t06.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	6	SCI2016.03.15s02t06 - Sweet Spot
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t07.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	7	SCI2016.03.15s02t07 - Under African Skies
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t08.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	8	SCI2016.03.15s02t08 - Birdland
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t09.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	9	SCI2016.03.15s02t09 - Texas
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t10.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	10	SCI2016.03.15s02t10 - Encore Crowd/Chatter
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t11.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	11	SCI2016.03.15s02t11 - Let's Go Outside
c:\music\SCI2016-03-15.akg535.flac\SCI2016.03.15s02t12.flac	String Cheese Incident	Live @ North Park Theater San Diego, CA - 2016-03-15	2016	12	SCI2016.03.15s02t12 - Clean-up (Low Rider by War)
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-01.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-02.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-03.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-04.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-05.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-06.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-07.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-08.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-09.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S1-10.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-01.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-02.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-03.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-04.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-05.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-06.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-07.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-08.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-09.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-10.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-11.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-12.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-13.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-14.flac			0	0	
c:\music\SCI2016-03-18.akgBBLV\Sci03-18-16S2-15.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-01.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-02.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-03.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-04.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-05.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-06.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-07.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-08.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci03-19-16S1-09.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-01.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-02.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-03.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-04.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-05.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-06.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-07.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-08.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-09.flac			0	0	
c:\music\SCI2016-03-19.akgBBLV\Sci3-19-16S2-10.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S1-01.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S1-02.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S1-03.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S1-04.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S1-05.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-01.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-02.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-03.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-04.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-05.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-06.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-07.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S2-08.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-01.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-02.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-03.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-04.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-05.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-06.flac			0	0	
c:\music\SCI2016-03-20.akgBBLV\Sci3-20-16S3-07.flac			0	0	
